opdrachtomschrijving,onderwerp;
Creëren van een digitaal dashboard waarmee stakeholders inzicht krijgen in prestaties van AI-modellen. Extra focus op gebruiksvriendelijkheid. Doelgroep: overheidsinstanties. Technologieën: Docker.,Machine Learning;
Maken van een applicatie die via event processing real-time sensorinformatie kan verwerken en analyseren. Extra focus op veiligheid. Doelgroep: overheidsinstanties. Technologieën: Kubernetes.,Event Processing;
Creëren van handvatten voor het bouwen van een Digital Twin expertmodel met focus op simulatie en voorspelling. Extra focus op veiligheid. Doelgroep: overheidsinstanties. Technologieën: React.,Computer Vision;
Ontwikkeling van een Event Log App die data uit meerdere databronnen kan koppelen en visualiseren voor gebruikers. Extra focus op gebruiksvriendelijkheid. Doelgroep: zorgsector. Technologieën: Python.,Event Processing;
Implementatie van een AR-bril toepassing voor handsfree interactie met workflowmanagement-systemen. Extra focus op schaalbaarheid. Doelgroep: overheidsinstanties. Technologieën: TensorFlow.,Natural Language Processing;
Maken van een applicatie die via event processing real-time sensorinformatie kan verwerken en analyseren. Extra focus op integratie met bestaande systemen. Doelgroep: zorgsector. Technologieën: Kubernetes.,Digital Twin;
Ontwikkeling van een Event Log App die data uit meerdere databronnen kan koppelen en visualiseren voor gebruikers. Extra focus op real-time verwerking. Doelgroep: onderwijsinstellingen. Technologieën: Kubernetes.,Event Processing;
Creëren van handvatten voor het bouwen van een Digital Twin expertmodel met focus op simulatie en voorspelling. Extra focus op real-time verwerking. Doelgroep: zorgsector. Technologieën: Python.,Machine Learning;
Bouwen van een platform dat data-invoer uit verschillende kanalen ondersteunt en de resultaten toont als een overzichtelijke rapportage. Extra focus op schaalbaarheid. Doelgroep: consumentenmarkt. Technologieën: Docker.,Event Processing;
Implementatie van een AR-bril toepassing voor handsfree interactie met workflowmanagement-systemen. Extra focus op real-time verwerking. Doelgroep: onderwijsinstellingen. Technologieën: React.,Event Processing;
Uitwerken van een blockchain oplossing om datastromen veilig en transparant te registreren. Extra focus op schaalbaarheid. Doelgroep: onderwijsinstellingen. Technologieën: Docker.,Natural Language Processing;
Creëren van een digitaal dashboard waarmee stakeholders inzicht krijgen in prestaties van AI-modellen. Extra focus op schaalbaarheid. Doelgroep: overheidsinstanties. Technologieën: Kubernetes.,Data Science;
Creëren van handvatten voor het bouwen van een Digital Twin expertmodel met focus op simulatie en voorspelling. Extra focus op gebruiksvriendelijkheid. Doelgroep: bedrijven. Technologieën: Python.,AR/VR Development;
Creëren van een digitaal dashboard waarmee stakeholders inzicht krijgen in prestaties van AI-modellen. Extra focus op schaalbaarheid. Doelgroep: consumentenmarkt. Technologieën: SQL.,Natural Language Processing;
Implementatie van een AR-bril toepassing voor handsfree interactie met workflowmanagement-systemen. Extra focus op integratie met bestaande systemen. Doelgroep: onderwijsinstellingen. Technologieën: Docker.,Event Processing;
Implementatie van een AR-bril toepassing voor handsfree interactie met workflowmanagement-systemen. Extra focus op gebruiksvriendelijkheid. Doelgroep: consumentenmarkt. Technologieën: Python.,App Development;
Maken van een applicatie die via event processing real-time sensorinformatie kan verwerken en analyseren. Extra focus op integratie met bestaande systemen. Doelgroep: onderwijsinstellingen. Technologieën: Kubernetes.,Workflow Automation;
Ontwikkeling van een Event Log App die data uit meerdere databronnen kan koppelen en visualiseren voor gebruikers. Extra focus op gebruiksvriendelijkheid. Doelgroep: overheidsinstanties. Technologieën: Python.,Blockchain;
Uitwerken van een blockchain oplossing om datastromen veilig en transparant te registreren. Extra focus op schaalbaarheid. Doelgroep: consumentenmarkt. Technologieën: SQL.,Data Science;
Opzetten van een machine learning pipeline die automatisch data opschoont, traint en voorspellingen uitvoert. Extra focus op gebruiksvriendelijkheid. Doelgroep: consumentenmarkt. Technologieën: TensorFlow.,Natural Language Processing;
Opzetten van een machine learning pipeline die automatisch data opschoont, traint en voorspellingen uitvoert. Extra focus op integratie met bestaande systemen. Doelgroep: bedrijven. Technologieën: React.,Natural Language Processing;
Implementatie van een AR-bril toepassing voor handsfree interactie met workflowmanagement-systemen. Extra focus op schaalbaarheid. Doelgroep: bedrijven. Technologieën: Kubernetes.,Data Science;
Bouwen van een computer vision systeem voor objectdetectie in videostreams. Extra focus op integratie met bestaande systemen. Doelgroep: zorgsector. Technologieën: SQL.,Natural Language Processing;
Creëren van handvatten voor het bouwen van een Digital Twin expertmodel met focus op simulatie en voorspelling. Extra focus op gebruiksvriendelijkheid. Doelgroep: bedrijven. Technologieën: Kubernetes.,AR/VR Development;
Ontwikkeling van een Event Log App die data uit meerdere databronnen kan koppelen en visualiseren voor gebruikers. Extra focus op integratie met bestaande systemen. Doelgroep: zorgsector. Technologieën: Python.,Event Processing;
Bouwen van een computer vision systeem voor objectdetectie in videostreams. Extra focus op integratie met bestaande systemen. Doelgroep: bedrijven. Technologieën: TensorFlow.,Machine Learning;
Bouwen van een computer vision systeem voor objectdetectie in videostreams. Extra focus op integratie met bestaande systemen. Doelgroep: consumentenmarkt. Technologieën: React.,Machine Learning;
Creëren van een digitaal dashboard waarmee stakeholders inzicht krijgen in prestaties van AI-modellen. Extra focus op schaalbaarheid. Doelgroep: overheidsinstanties. Technologieën: Python.,Digital Twin;
Maken van een applicatie die via event processing real-time sensorinformatie kan verwerken en analyseren. Extra focus op real-time verwerking. Doelgroep: zorgsector. Technologieën: TensorFlow.,Machine Learning;
Implementatie van een AR-bril toepassing voor handsfree interactie met workflowmanagement-systemen. Extra focus op integratie met bestaande systemen. Doelgroep: overheidsinstanties. Technologieën: TensorFlow.,Event Processing;
Bouwen van een platform dat data-invoer uit verschillende kanalen ondersteunt en de resultaten toont als een overzichtelijke rapportage. Extra focus op veiligheid. Doelgroep: consumentenmarkt. Technologieën: Python.,Machine Learning;
Opzetten van een machine learning pipeline die automatisch data opschoont, traint en voorspellingen uitvoert. Extra focus op schaalbaarheid. Doelgroep: onderwijsinstellingen. Technologieën: Kubernetes.,Machine Learning;
Ontwikkeling van een Event Log App die data uit meerdere databronnen kan koppelen en visualiseren voor gebruikers. Extra focus op gebruiksvriendelijkheid. Doelgroep: onderwijsinstellingen. Technologieën: React.,Data Science;
Uitwerken van een blockchain oplossing om datastromen veilig en transparant te registreren. Extra focus op gebruiksvriendelijkheid. Doelgroep: zorgsector. Technologieën: Kubernetes.,Computer Vision;
Ontwikkeling van een NLP-module die automatisch klantvragen classificeert en doorstuurt naar de juiste afdeling. Extra focus op schaalbaarheid. Doelgroep: overheidsinstanties. Technologieën: TensorFlow.,Data Science;
Creëren van handvatten voor het bouwen van een Digital Twin expertmodel met focus op simulatie en voorspelling. Extra focus op veiligheid. Doelgroep: overheidsinstanties. Technologieën: TensorFlow.,Workflow Automation;
Opzetten van een machine learning pipeline die automatisch data opschoont, traint en voorspellingen uitvoert. Extra focus op gebruiksvriendelijkheid. Doelgroep: onderwijsinstellingen. Technologieën: TensorFlow.,App Development;
Bouwen van een platform dat data-invoer uit verschillende kanalen ondersteunt en de resultaten toont als een overzichtelijke rapportage. Extra focus op veiligheid. Doelgroep: consumentenmarkt. Technologieën: Kubernetes.,Machine Learning;
Creëren van een digitaal dashboard waarmee stakeholders inzicht krijgen in prestaties van AI-modellen. Extra focus op real-time verwerking. Doelgroep: bedrijven. Technologieën: SQL.,Machine Learning;
Implementatie van een AR-bril toepassing voor handsfree interactie met workflowmanagement-systemen. Extra focus op schaalbaarheid. Doelgroep: onderwijsinstellingen. Technologieën: Kubernetes.,Blockchain;
Opzetten van een machine learning pipeline die automatisch data opschoont, traint en voorspellingen uitvoert. Extra focus op gebruiksvriendelijkheid. Doelgroep: overheidsinstanties. Technologieën: React.,AR/VR Development;
Creëren van handvatten voor het bouwen van een Digital Twin expertmodel met focus op simulatie en voorspelling. Extra focus op veiligheid. Doelgroep: consumentenmarkt. Technologieën: Python.,AR/VR Development;
Creëren van een digitaal dashboard waarmee stakeholders inzicht krijgen in prestaties van AI-modellen. Extra focus op integratie met bestaande systemen. Doelgroep: onderwijsinstellingen. Technologieën: Python.,Digital Twin;
Bouwen van een platform dat data-invoer uit verschillende kanalen ondersteunt en de resultaten toont als een overzichtelijke rapportage. Extra focus op integratie met bestaande systemen. Doelgroep: zorgsector. Technologieën: Docker.,Digital Twin;
Uitwerken van een blockchain oplossing om datastromen veilig en transparant te registreren. Extra focus op integratie met bestaande systemen. Doelgroep: bedrijven. Technologieën: TensorFlow.,Natural Language Processing;
Maken van een applicatie die via event processing real-time sensorinformatie kan verwerken en analyseren. Extra focus op gebruiksvriendelijkheid. Doelgroep: bedrijven. Technologieën: SQL.,Blockchain;
Creëren van handvatten voor het bouwen van een Digital Twin expertmodel met focus op simulatie en voorspelling. Extra focus op gebruiksvriendelijkheid. Doelgroep: overheidsinstanties. Technologieën: Python.,App Development;
Ontwikkeling van een Event Log App die data uit meerdere databronnen kan koppelen en visualiseren voor gebruikers. Extra focus op gebruiksvriendelijkheid. Doelgroep: consumentenmarkt. Technologieën: Docker.,AR/VR Development;
Creëren van handvatten voor het bouwen van een Digital Twin expertmodel met focus op simulatie en voorspelling. Extra focus op schaalbaarheid. Doelgroep: onderwijsinstellingen. Technologieën: Docker.,Data Science;
Maken van een applicatie die via event processing real-time sensorinformatie kan verwerken en analyseren. Extra focus op integratie met bestaande systemen. Doelgroep: overheidsinstanties. Technologieën: Docker.,Data Science;
Implementatie van een AR-bril toepassing voor handsfree interactie met workflowmanagement-systemen. Extra focus op schaalbaarheid. Doelgroep: onderwijsinstellingen. Technologieën: TensorFlow.,App Development;
Ontwikkeling van een NLP-module die automatisch klantvragen classificeert en doorstuurt naar de juiste afdeling. Extra focus op integratie met bestaande systemen. Doelgroep: bedrijven. Technologieën: React.,Digital Twin;
Creëren van handvatten voor het bouwen van een Digital Twin expertmodel met focus op simulatie en voorspelling. Extra focus op real-time verwerking. Doelgroep: overheidsinstanties. Technologieën: Docker.,Digital Twin;
Maken van een applicatie die via event processing real-time sensorinformatie kan verwerken en analyseren. Extra focus op integratie met bestaande systemen. Doelgroep: zorgsector. Technologieën: SQL.,Natural Language Processing;
Ontwikkeling van een Event Log App die data uit meerdere databronnen kan koppelen en visualiseren voor gebruikers. Extra focus op real-time verwerking. Doelgroep: bedrijven. Technologieën: SQL.,Blockchain;
Creëren van handvatten voor het bouwen van een Digital Twin expertmodel met focus op simulatie en voorspelling. Extra focus op integratie met bestaande systemen. Doelgroep: bedrijven. Technologieën: Python.,Computer Vision;
Maken van een applicatie die via event processing real-time sensorinformatie kan verwerken en analyseren. Extra focus op integratie met bestaande systemen. Doelgroep: bedrijven. Technologieën: Docker.,Natural Language Processing;
Bouwen van een computer vision systeem voor objectdetectie in videostreams. Extra focus op schaalbaarheid. Doelgroep: consumentenmarkt. Technologieën: SQL.,Digital Twin;
Creëren van handvatten voor het bouwen van een Digital Twin expertmodel met focus op simulatie en voorspelling. Extra focus op schaalbaarheid. Doelgroep: consumentenmarkt. Technologieën: TensorFlow.,Blockchain;
Opzetten van een machine learning pipeline die automatisch data opschoont, traint en voorspellingen uitvoert. Extra focus op veiligheid. Doelgroep: onderwijsinstellingen. Technologieën: Kubernetes.,Data Science;
Implementatie van een AR-bril toepassing voor handsfree interactie met workflowmanagement-systemen. Extra focus op schaalbaarheid. Doelgroep: bedrijven. Technologieën: Docker.,Natural Language Processing;
Ontwikkeling van een NLP-module die automatisch klantvragen classificeert en doorstuurt naar de juiste afdeling. Extra focus op gebruiksvriendelijkheid. Doelgroep: overheidsinstanties. Technologieën: SQL.,Event Processing;
Uitwerken van een blockchain oplossing om datastromen veilig en transparant te registreren. Extra focus op veiligheid. Doelgroep: bedrijven. Technologieën: Kubernetes.,Event Processing;
Bouwen van een computer vision systeem voor objectdetectie in videostreams. Extra focus op veiligheid. Doelgroep: consumentenmarkt. Technologieën: Kubernetes.,Workflow Automation;
Creëren van handvatten voor het bouwen van een Digital Twin expertmodel met focus op simulatie en voorspelling. Extra focus op gebruiksvriendelijkheid. Doelgroep: onderwijsinstellingen. Technologieën: Python.,AR/VR Development;
Ontwikkeling van een NLP-module die automatisch klantvragen classificeert en doorstuurt naar de juiste afdeling. Extra focus op integratie met bestaande systemen. Doelgroep: zorgsector. Technologieën: TensorFlow.,App Development;
Bouwen van een platform dat data-invoer uit verschillende kanalen ondersteunt en de resultaten toont als een overzichtelijke rapportage. Extra focus op schaalbaarheid. Doelgroep: overheidsinstanties. Technologieën: Kubernetes.,Data Science;
Uitwerken van een blockchain oplossing om datastromen veilig en transparant te registreren. Extra focus op veiligheid. Doelgroep: bedrijven. Technologieën: SQL.,App Development;
Opzetten van een machine learning pipeline die automatisch data opschoont, traint en voorspellingen uitvoert. Extra focus op real-time verwerking. Doelgroep: overheidsinstanties. Technologieën: Python.,Digital Twin;
Creëren van handvatten voor het opzetten van Digital Twins in de bouwsector. gericht op innovatieve toepassingen binnen de industrie.,Design Science Research;
Creëren van handvatten voor het opzetten van Digital Twins in de bouwsector. inclusief aanbevelingen voor toekomstige verbeteringen.,Business Process Analytics;
Opzetten van een framework voor Software Architecture bij microservices. waarbij nadruk ligt op praktische toepasbaarheid.,Ethical Hacking;
Ontwikkeling van een Event Log App die data uit meerdere bronnen kan integreren en visualiseren. waarbij nadruk ligt op praktische toepasbaarheid.,Design Science Research;
Ontwikkeling van een dashboard voor data visualisation van real-time sensorinformatie. waarbij nadruk ligt op praktische toepasbaarheid.,Ethical Hacking;
Analyse van bezoekersstromen door middel van data science technieken en machine learning. gericht op innovatieve toepassingen binnen de industrie.,Artificial Intelligence;
Onderzoek naar de impact van AI bij besluitvorming in businessprocessen. waarbij nadruk ligt op praktische toepasbaarheid.,Business Change and Innovation;
Ontwikkeling van een dashboard voor data visualisation van real-time sensorinformatie. en evaluatie van de resultaten door middel van casestudies.,Business Process Analytics;
Ontwikkeling van een dashboard voor data visualisation van real-time sensorinformatie. inclusief aanbevelingen voor toekomstige verbeteringen.,Ethical Hacking;
Opzetten van een framework voor Software Architecture bij microservices. en evaluatie van de resultaten door middel van casestudies.,Business Process Analytics;
Ontwikkeling van een Event Log App die data uit meerdere bronnen kan integreren en visualiseren. met focus op scalability en performance.,Design Science Research;
Onderzoek naar de impact van AI bij besluitvorming in businessprocessen. met een prototype als eindresultaat.,Creative Digital Innovation;
Opzetten van een framework voor Software Architecture bij microservices. met focus op scalability en performance.,Creative Digital Innovation;
Opzetten van een framework voor Software Architecture bij microservices. met een prototype als eindresultaat.,Creative Digital Innovation;
Proof of Concept voor ethische hacking van webapplicaties met nadruk op beveiligingslekken. en evaluatie van de resultaten door middel van casestudies.,Ethical Hacking;
Ontwikkeling van een dashboard voor data visualisation van real-time sensorinformatie. met focus op scalability en performance.,Software Architecture;
Proof of Concept voor ethische hacking van webapplicaties met nadruk op beveiligingslekken. met een prototype als eindresultaat.,Software Architecture;
Ontwikkeling van een dashboard voor data visualisation van real-time sensorinformatie. gericht op innovatieve toepassingen binnen de industrie.,Software Architecture;
Ontwikkeling van een Event Log App die data uit meerdere bronnen kan integreren en visualiseren. met focus op scalability en performance.,Ethical Hacking;
Onderzoek naar veilige authenticatieprotocollen binnen IoT-omgevingen. met focus op scalability en performance.,Creative Digital Innovation;
Proof of Concept voor ethische hacking van webapplicaties met nadruk op beveiligingslekken. en evaluatie van de resultaten door middel van casestudies.,Data Visualisation;
Proof of Concept voor ethische hacking van webapplicaties met nadruk op beveiligingslekken. gericht op innovatieve toepassingen binnen de industrie.,Data Science;
Creëren van handvatten voor het opzetten van Digital Twins in de bouwsector. inclusief aanbevelingen voor toekomstige verbeteringen.,Data Science;
Verbetering van business change processen door middel van procesautomatisering. waarbij nadruk ligt op praktische toepasbaarheid.,Ethical Hacking;
Ontwikkeling van een dashboard voor data visualisation van real-time sensorinformatie. inclusief aanbevelingen voor toekomstige verbeteringen.,Software Architecture;
Ontwikkeling van een Event Log App die data uit meerdere bronnen kan integreren en visualiseren. gericht op innovatieve toepassingen binnen de industrie.,Creative Digital Innovation;
Analyse van bezoekersstromen door middel van data science technieken en machine learning. met een prototype als eindresultaat.,Software Architecture;
Onderzoek naar de impact van AI bij besluitvorming in businessprocessen. met een prototype als eindresultaat.,Design Science Research;
Ontwikkeling van een Event Log App die data uit meerdere bronnen kan integreren en visualiseren. en evaluatie van de resultaten door middel van casestudies.,Software Architecture;
Opzetten van een framework voor Software Architecture bij microservices. en evaluatie van de resultaten door middel van casestudies.,Data Science;
Ontwikkeling van een Event Log App die data uit meerdere bronnen kan integreren en visualiseren. waarbij nadruk ligt op praktische toepasbaarheid.,Data Visualisation;
Opzetten van een framework voor Software Architecture bij microservices. inclusief aanbevelingen voor toekomstige verbeteringen.,Design Science Research;
Ontwikkeling van een Event Log App die data uit meerdere bronnen kan integreren en visualiseren. met een prototype als eindresultaat.,Software Architecture;
Onderzoek naar de impact van AI bij besluitvorming in businessprocessen. en evaluatie van de resultaten door middel van casestudies.,Data Visualisation;
Ontwikkeling van een Event Log App die data uit meerdere bronnen kan integreren en visualiseren. met focus op scalability en performance.,Ethical Hacking;
Verbetering van business change processen door middel van procesautomatisering. met focus op scalability en performance.,Business Change and Innovation;
Opzetten van een framework voor Software Architecture bij microservices. met een prototype als eindresultaat.,Software Architecture;
Ontwikkeling van een dashboard voor data visualisation van real-time sensorinformatie. gericht op innovatieve toepassingen binnen de industrie.,Business Process Analytics;
Ontwikkeling van een dashboard voor data visualisation van real-time sensorinformatie. gericht op innovatieve toepassingen binnen de industrie.,Data Visualisation;
Opzetten van een framework voor Software Architecture bij microservices. en evaluatie van de resultaten door middel van casestudies.,Data Visualisation;
Onderzoek naar de impact van AI bij besluitvorming in businessprocessen. gericht op innovatieve toepassingen binnen de industrie.,Business Process Analytics;
Creëren van handvatten voor het opzetten van Digital Twins in de bouwsector. en evaluatie van de resultaten door middel van casestudies.,Business Process Analytics;
Opzetten van een framework voor Software Architecture bij microservices. met een prototype als eindresultaat.,Design Science Research;
Opzetten van een framework voor Software Architecture bij microservices. met een prototype als eindresultaat.,Business Change and Innovation;
Onderzoek naar veilige authenticatieprotocollen binnen IoT-omgevingen. met focus op scalability en performance.,Data Science;
Ontwikkeling van een Event Log App die data uit meerdere bronnen kan integreren en visualiseren. en evaluatie van de resultaten door middel van casestudies.,Creative Digital Innovation;
Ontwikkeling van een Event Log App die data uit meerdere bronnen kan integreren en visualiseren. met focus op scalability en performance.,Business Process Analytics;
Verbetering van business change processen door middel van procesautomatisering. en evaluatie van de resultaten door middel van casestudies.,Data Science;
Onderzoek naar de impact van AI bij besluitvorming in businessprocessen. inclusief aanbevelingen voor toekomstige verbeteringen.,Business Process Analytics;
Ontwikkeling van een dashboard voor data visualisation van real-time sensorinformatie. gericht op innovatieve toepassingen binnen de industrie.,Design Science Research;
Verbetering van business change processen door middel van procesautomatisering. inclusief aanbevelingen voor toekomstige verbeteringen.,Ethical Hacking;
Proof of Concept voor ethische hacking van webapplicaties met nadruk op beveiligingslekken. met focus op scalability en performance.,Business Change and Innovation;
Analyse van bezoekersstromen door middel van data science technieken en machine learning. inclusief aanbevelingen voor toekomstige verbeteringen.,Creative Digital Innovation;
Ontwikkeling van een Event Log App die data uit meerdere bronnen kan integreren en visualiseren. en evaluatie van de resultaten door middel van casestudies.,Business Change and Innovation;
Ontwikkeling van een Event Log App die data uit meerdere bronnen kan integreren en visualiseren. inclusief aanbevelingen voor toekomstige verbeteringen.,Artificial Intelligence;
Onderzoek naar de impact van AI bij besluitvorming in businessprocessen. met focus op scalability en performance.,Ethical Hacking;
Verbetering van business change processen door middel van procesautomatisering. inclusief aanbevelingen voor toekomstige verbeteringen.,Artificial Intelligence;
Verbetering van business change processen door middel van procesautomatisering. waarbij nadruk ligt op praktische toepasbaarheid.,Design Science Research;
Ontwikkeling van een dashboard voor data visualisation van real-time sensorinformatie. met focus op scalability en performance.,Software Architecture;
Ontwikkeling van een dashboard voor data visualisation van real-time sensorinformatie. gericht op innovatieve toepassingen binnen de industrie.,Artificial Intelligence;
Verbetering van business change processen door middel van procesautomatisering. met focus op scalability en performance.,Ethical Hacking;
Ontwikkeling van een Event Log App die data uit meerdere bronnen kan integreren en visualiseren. met focus op scalability en performance.,Design Science Research;
Onderzoek naar veilige authenticatieprotocollen binnen IoT-omgevingen. met focus op scalability en performance.,Business Change and Innovation;
Onderzoek naar veilige authenticatieprotocollen binnen IoT-omgevingen. met focus op scalability en performance.,Data Visualisation;
Ontwikkeling van een Event Log App die data uit meerdere bronnen kan integreren en visualiseren. met focus op scalability en performance.,Business Process Analytics;
Ontwikkeling van een Event Log App die data uit meerdere bronnen kan integreren en visualiseren. gericht op innovatieve toepassingen binnen de industrie.,Artificial Intelligence;
Verbetering van business change processen door middel van procesautomatisering. waarbij nadruk ligt op praktische toepasbaarheid.,Creative Digital Innovation;
Creëren van handvatten voor het opzetten van Digital Twins in de bouwsector. inclusief aanbevelingen voor toekomstige verbeteringen.,Data Visualisation;
Onderzoek naar de impact van AI bij besluitvorming in businessprocessen. gericht op innovatieve toepassingen binnen de industrie.,Business Change and Innovation;
Ontwikkeling van een dashboard voor data visualisation van real-time sensorinformatie. gericht op innovatieve toepassingen binnen de industrie.,Software Architecture;
Proof of Concept voor ethische hacking van webapplicaties met nadruk op beveiligingslekken. met focus op scalability en performance.,Creative Digital Innovation;
Opzetten van een framework voor Software Architecture bij microservices. met focus op scalability en performance.,Business Change and Innovation;
Onderzoek naar de impact van AI bij besluitvorming in businessprocessen. waarbij nadruk ligt op praktische toepasbaarheid.,Ethical Hacking;
Analyse van bezoekersstromen door middel van data science technieken en machine learning. inclusief aanbevelingen voor toekomstige verbeteringen.,Design Science Research;
Analyse van bezoekersstromen door middel van data science technieken en machine learning. gericht op innovatieve toepassingen binnen de industrie.,Data Visualisation;
Ontwikkeling van een Event Log App die data uit meerdere bronnen kan integreren en visualiseren. inclusief aanbevelingen voor toekomstige verbeteringen.,Creative Digital Innovation;
Onderzoek naar de impact van AI bij besluitvorming in businessprocessen. gericht op innovatieve toepassingen binnen de industrie.,Business Process Analytics;
Proof of Concept voor ethische hacking van webapplicaties met nadruk op beveiligingslekken. inclusief aanbevelingen voor toekomstige verbeteringen.,Software Architecture;
Analyse van bezoekersstromen door middel van data science technieken en machine learning. inclusief aanbevelingen voor toekomstige verbeteringen.,Software Architecture;
Creëren van handvatten voor het opzetten van Digital Twins in de bouwsector. waarbij nadruk ligt op praktische toepasbaarheid.,Artificial Intelligence;
Ontwikkeling van een Event Log App die data uit meerdere bronnen kan integreren en visualiseren. inclusief aanbevelingen voor toekomstige verbeteringen.,Software Architecture;
Ontwikkeling van een Event Log App die data uit meerdere bronnen kan integreren en visualiseren. met focus op scalability en performance.,Data Science;
Proof of Concept voor ethische hacking van webapplicaties met nadruk op beveiligingslekken. met focus op scalability en performance.,Business Process Analytics;
Ontwikkeling van een dashboard voor data visualisation van real-time sensorinformatie. met focus op scalability en performance.,Design Science Research;
Onderzoek naar de impact van AI bij besluitvorming in businessprocessen. en evaluatie van de resultaten door middel van casestudies.,Artificial Intelligence;
Creëren van handvatten voor het opzetten van Digital Twins in de bouwsector. en evaluatie van de resultaten door middel van casestudies.,Software Architecture;
Proof of Concept voor ethische hacking van webapplicaties met nadruk op beveiligingslekken. en evaluatie van de resultaten door middel van casestudies.,Data Science;
Verbetering van business change processen door middel van procesautomatisering. met een prototype als eindresultaat.,Data Science;
Opzetten van een framework voor Software Architecture bij microservices. inclusief aanbevelingen voor toekomstige verbeteringen.,Design Science Research;
Onderzoek naar veilige authenticatieprotocollen binnen IoT-omgevingen. inclusief aanbevelingen voor toekomstige verbeteringen.,Business Change and Innovation;
Verbetering van business change processen door middel van procesautomatisering. met een prototype als eindresultaat.,Design Science Research;
Verbetering van business change processen door middel van procesautomatisering. gericht op innovatieve toepassingen binnen de industrie.,Creative Digital Innovation;
Onderzoek naar de impact van AI bij besluitvorming in businessprocessen. inclusief aanbevelingen voor toekomstige verbeteringen.,Business Change and Innovation;
Creëren van handvatten voor het opzetten van Digital Twins in de bouwsector. waarbij nadruk ligt op praktische toepasbaarheid.,Business Change and Innovation;
Onderzoek naar veilige authenticatieprotocollen binnen IoT-omgevingen. gericht op innovatieve toepassingen binnen de industrie.,Design Science Research;
Opzetten van een framework voor Software Architecture bij microservices. en evaluatie van de resultaten door middel van casestudies.,Business Change and Innovation;
Proof of Concept voor ethische hacking van webapplicaties met nadruk op beveiligingslekken. met een prototype als eindresultaat.,Creative Digital Innovation;
Ontwikkeling van een Event Log App die data uit meerdere bronnen kan integreren en visualiseren. waarbij nadruk ligt op praktische toepasbaarheid.,Creative Digital Innovation;
Ontwikkeling van een dashboard voor data visualisation van real-time sensorinformatie. inclusief aanbevelingen voor toekomstige verbeteringen.,Business Process Analytics;
Onderzoek naar de impact van AI bij besluitvorming in businessprocessen. waarbij nadruk ligt op praktische toepasbaarheid.,Business Process Analytics;
Proof of Concept voor ethische hacking van webapplicaties met nadruk op beveiligingslekken. waarbij nadruk ligt op praktische toepasbaarheid.,Software Architecture;
Verbetering van business change processen door middel van procesautomatisering. met een prototype als eindresultaat.,Data Visualisation;
Verbetering van business change processen door middel van procesautomatisering. waarbij nadruk ligt op praktische toepasbaarheid.,Ethical Hacking;
Onderzoek naar de impact van AI bij besluitvorming in businessprocessen. waarbij nadruk ligt op praktische toepasbaarheid.,Artificial Intelligence;
Proof of Concept voor ethische hacking van webapplicaties met nadruk op beveiligingslekken. en evaluatie van de resultaten door middel van casestudies.,Design Science Research;
Opzetten van een framework voor Software Architecture bij microservices. waarbij nadruk ligt op praktische toepasbaarheid.,Data Science;
Opzetten van een framework voor Software Architecture bij microservices. gericht op innovatieve toepassingen binnen de industrie.,Data Visualisation;
Ontwikkeling van een Event Log App die data uit meerdere bronnen kan integreren en visualiseren. inclusief aanbevelingen voor toekomstige verbeteringen.,Design Science Research;
Ontwikkeling van een Event Log App die data uit meerdere bronnen kan integreren en visualiseren. inclusief aanbevelingen voor toekomstige verbeteringen.,Creative Digital Innovation;
Ontwikkeling van een dashboard voor data visualisation van real-time sensorinformatie. en evaluatie van de resultaten door middel van casestudies.,Data Science;
Ontwikkeling van een dashboard voor data visualisation van real-time sensorinformatie. inclusief aanbevelingen voor toekomstige verbeteringen.,Design Science Research;
Opzetten van een framework voor Software Architecture bij microservices. met focus op scalability en performance.,Data Visualisation;
Creëren van handvatten voor het opzetten van Digital Twins in de bouwsector. met een prototype als eindresultaat.,Ethical Hacking;
Ontwikkeling van een Event Log App die data uit meerdere bronnen kan integreren en visualiseren. en evaluatie van de resultaten door middel van casestudies.,Design Science Research;
Ontwikkeling van een dashboard voor data visualisation van real-time sensorinformatie. gericht op innovatieve toepassingen binnen de industrie.,Ethical Hacking;
Onderzoek naar veilige authenticatieprotocollen binnen IoT-omgevingen. waarbij nadruk ligt op praktische toepasbaarheid.,Data Science;
Analyse van bezoekersstromen door middel van data science technieken en machine learning. inclusief aanbevelingen voor toekomstige verbeteringen.,Data Science;
Ontwikkeling van een Event Log App die data uit meerdere bronnen kan integreren en visualiseren. en evaluatie van de resultaten door middel van casestudies.,Business Change and Innovation;
Ontwikkeling van een dashboard voor data visualisation van real-time sensorinformatie. met een prototype als eindresultaat.,Artificial Intelligence;
Verbetering van business change processen door middel van procesautomatisering. met focus op scalability en performance.,Data Science;
Verbetering van business change processen door middel van procesautomatisering. en evaluatie van de resultaten door middel van casestudies.,Business Change and Innovation;
Ontwikkeling van een dashboard voor data visualisation van real-time sensorinformatie. met een prototype als eindresultaat.,Business Change and Innovation;
Ontwikkeling van een dashboard voor data visualisation van real-time sensorinformatie. met focus op scalability en performance.,Software Architecture;
Verbetering van business change processen door middel van procesautomatisering. met een prototype als eindresultaat.,Business Process Analytics;
Ontwikkeling van een Event Log App die data uit meerdere bronnen kan integreren en visualiseren. met een prototype als eindresultaat.,Business Change and Innovation;
